semaine,allocine_id,titre,titre_original,date_sortie,duree,genres,realisateur,scenaristes,cast,synopsis,nationalite,annee_production,distributeur,type_film,langues,budget,boxoffice_france,couleur,visa,note_presse,note_spectateurs,url,annee
2019-08-21,274976,L'Affaire Pasolini,La Macchinazione,2019-08-21,1h 40min,"Biopic, Drame, Policier",David Grieco,"David Grieco, Guido Bulla","Massimo Ranieri, Libero De Rienzo, Matteo Taranto","Pendant l’été 1975, Pier Paolo Pasolini termine le montage de son dernier film, « Salò ou les 120 journées de Sodome ». Son œuvre suscite de fortes polémiques et provoque des débats par la radicalité des idées qu’il y exprime. Au mois d’août, le négatif original du film est dérobé et une rançon importante est exigée. Prêt à tout pour récupérer son film, Pasolini va se laisser enfermer dans une terrible machination qui le conduira à sa perte.","Italie, France",2016,2iFILMS,Long métrage,Italien,-,2 486 entrées,Couleur,140194,2.9,3.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=274976.html,2019
2019-08-21,269466,Thalasso,"",2019-08-21,1h 33min,"Comédie, Drame",Guillaume Nicloux,Guillaume Nicloux,"Gérard Depardieu, Michel Houellebecq, Maxime Lefrancois","Cinq années ont passé depuis L'Enlèvement de Michel Houellebecq. Michel et Gérard Depardieu se rencontrent en cure de Thalasso à Cabourg. Ils tentent ensemble de survivre au régime de santé que l’établissement entend leur imposer. Alors que Michel est toujours en contact avec ses anciens ravisseurs, des événements imprévus viennent perturber leur programme…",France,2019,Wild Bunch Distribution,Long métrage,Français,-,88 904 entrées,Couleur,149873,3.4,2.9,https://www.allocine.fr/film/fichefilm_gen_cfilm=269466.html,2019
2019-08-21,267581,Le Déserteur,La Grande Noirceur,2019-08-21,1h 34min,"Drame, Thriller",Maxime Giroux,"Maxime Giroux, Simon Beaulieu","Martin Dubreuil, Romain Duris, Sarah Gadon","Quelque part dans le monde, une guerre fait rage. Terrifié à l’idée d’être mobilisé, Philippe a fui Montréal pour se réfugier dans un Ouest américain aussi sauvage qu’hypnotisant. Il vit tant bien que mal de concours d'imitation de Charlie Chaplin. Mais la cruauté de l’humanité ne se limite pas aux champs de bataille, et Philippe ne va pas tarder à découvrir la face obscure du rêve américain. ",Canada,2018,Les Alchimistes,Long métrage,"Anglais, Français",-,389 entrées,Couleur,151202,2.7,2,https://www.allocine.fr/film/fichefilm_gen_cfilm=267581.html,2019
2019-08-21,275272,"Mighty Pups, La Super Patrouille","",2019-08-21,0h 55min,Divers,Keith Chapman,"","leurs pouvoirs, Chase, Stella, Ruben, Zuma, Everest, Rocky et Marcus sont plus forts, plus rapides et plus puissants que jamais. Alors quand une nouvelle menace plane au-dessus de la Grande Vallée, les super-chiots sont sur le coup !","La Pat’ Patrouille est de retour au cinéma pour une aventure inédite : Mighty Pups, la Super Patrouille ! Retrouvez les héros préférés de vos enfants dans votre cinéma du 21 août au 21 septembre.

Après la chute d’une météorite sur la Grande Vallée, les chiots de la Pat’ Patrouille se voient dotés de super pouvoirs et se transforment en Super Patrouille. Avec leurs pouvoirs, Chase, Stella, Ruben, Zuma, Everest, Rocky et Marcus sont plus forts, plus rapides et plus puissants que jamais. Alors quand une nouvelle menace plane au-dessus de la Grande Vallée, les super-chiots sont sur le coup ! 

Aucune mission n’est trop dure car la Super Patrouille assure !",inconnue,2018,CGR EVENTS,Evénement spécial,-,-,"",Couleur,2019002888,,2.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=275272.html,2019
2019-08-21,268285,Haut perchés,"",2019-08-21,1h 30min,Comédie dramatique,"Olivier Ducastel, Jacques Martineau","Olivier Ducastel, Jacques Martineau","Manika Auxire, Geoffrey Couët, Simon Frenay","Une femme et quatre hommes qui se connaissent à peine se retrouvent dans un appartement en plein ciel au-dessus de Paris. Ils ont tous été la victime du même pervers dominateur qui est enfermé dans une pièce. Ce soir-là, ils ont décidé d’en finir. Tour à tour, ils se racontent des souvenirs qui les lient à cet homme et entrent dans la chambre pour se confronter à lui. Mais ce qui s’y passe entre le monstre et eux reste leur secret.",France,2019,Epicentre Films,Long métrage,Français,-,3 987 entrées,Couleur,149539,2.6,2.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=268285.html,2019
2019-08-21,275654,Memoria,"",2019-08-21,1h 29min,Drame,Marceau Uguen,Marceau Uguen,"Cédrick Spinassou, Ana Adams, Mona Guennegues","Lili, une petite fille de 6 ans, vient de perdre sa mère pianiste. Un matin, elle retrouve le piano de sa mère dans la grange familiale. Elle commence alors l’apprentissage de l’instrument avec son père, qui retrouve sa femme à travers elle.",France,2019,-,Long métrage,Français,-,"",Couleur,-,,3.9,https://www.allocine.fr/film/fichefilm_gen_cfilm=275654.html,2019
2019-08-21,269103,Reza,"",2019-08-21,1h 34min,"Comédie, Romance",Alireza Motamedi,Alireza Motamedi,"Alireza Motamedi, Sahar Dolatshahi, Solmaz Ghani","Reza aime Fati, et ce n’est pas leur divorce qui l’en empêchera… Il attend son retour, déambulant dans Ispahan, où il se plonge tout entier dans l’écriture d’un livre sur les légendes persanes…Quant à Fati, elle revient toujours pour mieux repartir aussitôt le jour levé. Finira-t-elle par rester ? Ou Reza finira-t-il par se libérer de son ensorcellement ?",Iran,2018,Norte Distribution,Long métrage,Farsi,-,6 058 entrées,Couleur,151187,2.7,2.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=269103.html,2019
2019-08-28,266409,La Vie scolaire,"",2019-08-28,1h 51min,"Comédie, Drame","Grand Corps Malade, Mehdi Idir","Grand Corps Malade, Mehdi Idir","Zita Hanrot, Liam Pierron, Soufiane Guerrab","Une année au coeur de l'école de la république, de la vie... et de la démerde ! Samia, jeune CPE novice, débarque de son Ardèche natale dans un collège réputé difficile de la ville de Saint-Denis. Elle y découvre les problèmes récurrents de discipline, la réalité sociale pesant sur le quartier, mais aussi l'incroyable vitalité et l'humour, tant des élèves que de son équipe de surveillants. Parmi eux, il y a Moussa, le Grand du quartier et Dylan le chambreur. Samia s'adapte et prend bientôt plaisir à canaliser la fougue des plus perturbateurs. Sa situation personnelle compliquée la rapproche naturellement de Yanis, ado vif et intelligent, dont elle a flairé le potentiel. Même si Yanis semble renoncer à toute ambition en se cachant derrière son insolence, Samia va investir toute son énergie à le détourner d'un échec scolaire annoncé et tenter de l'amener à se projeter dans un avenir meilleur...",France,2019,Gaumont Distribution,Long métrage,Français,-,1 808 920 entrées,Couleur,148494,3.4,3.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=266409.html,2019
2019-08-28,251321,La Chute du président,Angel Has Fallen,2019-08-28,2h 01min,"Action, Thriller",Ric Roman Waugh,"Ric Roman Waugh, Robert Mark Kamen","Gerard Butler, Morgan Freeman, Nick Nolte","Victime d’un coup monté, Mike Banning, agent des services secrets, est accusé d’être le cerveau d’une tentative d’assassinat envers le président américain, Allan Trumbull. Poursuivi par le FBI, il va devoir combattre pour survivre et trouver l’identité de celui qui menace la vie du président…",U.S.A.,2019,SND,Long métrage,Anglais,-,395 839 entrées,Couleur,151226,2.5,3.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=251321.html,2019
2019-08-28,268056,Wedding Nightmare,Ready or Not,2019-08-28,1h 36min,"Epouvante-horreur, Thriller","Tyler Gillett, Matt Bettinelli-Olpin","Guy Busick, Ryan Murphy (IV)","Samara Weaving, Adam Brody, Mark O'Brien",La nuit de noces d’une jeune mariée tourne au cauchemar quand sa riche et excentrique belle-famille lui demande d’honorer une tradition qui va se révéler meurtrière et où chacun luttera pour sa survie.,U.S.A.,2019,Twentieth Century Fox France,Long métrage,Anglais,-,473 134 entrées,Couleur,151263,2.9,3.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=268056.html,2019
2019-08-28,266711,Une fille facile,"",2019-08-28,1h 32min,"Comédie, Comédie dramatique, Drame",Rebecca Zlotowski,"Rebecca Zlotowski, Teddy Lussi-Modeste","Mina Farid, Zahia Dehar, Benoît Magimel","Naïma a 16 ans et vit à Cannes. Alors qu'elle se donne l'été pour choisir ce qu'elle veut faire dans la vie, sa cousine Sofia, au mode de vie attirant, vient passer les vacances avec elle. Ensemble, elles vont vivre un été inoubliable.",France,2019,Ad Vitam,Long métrage,Français,-,83 583 entrées,Couleur,149287,3.5,2.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=266711.html,2019
2019-08-28,273668,Vif-Argent,"",2019-08-28,1h 47min,"Drame, Fantastique, Romance",Stéphane Batut,"Stéphane Batut, Christine Dory","Thimotée Robart, Judith Chemla, Saadia Bentaïeb","Juste erre dans Paris à la recherche de personnes qu’il est seul à voir. Il recueille leur dernier souvenir avant de les faire passer dans l’autre monde. Un jour, une jeune femme, Agathe, le reconnaît. Elle est vivante, lui est un fantôme. Comment pourront-ils s’aimer, saisir cette deuxième chance ?",France,2019,Les Films du Losange,Long métrage,Français,-,17 442 entrées,Couleur,147553,3.5,2.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=273668.html,2019
2019-08-28,262695,Frankie,"",2019-08-28,1h 40min,Drame,Ira Sachs,"Ira Sachs, Maurício Zacharias","Isabelle Huppert, Brendan Gleeson, Marisa Tomei","Frankie, célèbre actrice française, se sait gravement malade. Elle décide de passer ses dernières vacances entourée de ses proches, à Sintra au Portugal.","France, Portugal",2019,SBS Distribution,Long métrage,Anglais,-,66 775 entrées,Couleur,148821,2.9,2.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=262695.html,2019
2019-08-28,276367,La Veille de la nuit de la Saint-Jean,Vechir Na Ivana Kupala,2019-08-28,1h 12min,"Drame, Fantastique, Romance",Yuri Ilyenko,Yuri Ilyenko,"Boris Khmelnitskiy, Larisa Kadochnikova, Yefim Fridman","La jeune et belle, Pidorka, aime un ouvrier agricole, Petro, et espère l'épouser. Mais son père, un des hommes les plus riches de la région, a d'autres projets de mariage pour elle. Les jeunes amoureux, désespérés, rencontrent Basaviull, un sorcier. A partir de ce moment là, la mort et la folie vont rentrer dans la famille de Pidorka.",URSS,1967,Baba Yaga Films,Long métrage,Ukrainien,-,"",Couleur,-,,3,https://www.allocine.fr/film/fichefilm_gen_cfilm=276367.html,2019
2019-08-28,269822,L'Œuf dure,"",2019-08-28,1h 53min,Comédie,Rémi Lange,Rémi Lange,"Adriano Dafy, Magali Saby, Rémi Lange","Après Omelette et Les Yeux brouillés tournés avec une caméra Super 8, Rémi commence un journal filmé avec deux caméras HD. Un jour il rencontre Dino, un jeune artiste marseillais qui tombe amoureux de lui. Peu après leur rencontre, Dino annonce à Rémi qu’il veut un enfant. La difficulté est alors de trouver une femme qui accepte à la fois de leur faire un enfant… et d’être filmée, de la rencontre à l’accouchement !",France,2019,Destiny Films,Long métrage,Français,-,679 entrées,Couleur,151287,2.7,2.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=269822.html,2019
2019-08-28,269707,Saaho,"",2019-08-29,2h 50min,"Action, Science Fiction, Thriller",Sujeeth Reddy,exemple personne au département de police ne vérifie l'identité d'un nouvel officier pendant un mois pour savoir ...,"Shraddha Kapoor, Prabhas Raju, Mandira Bedi","Un braquage de 250 millions d'euros a eu lieu. Et la police n'est pas en mesure de trouver les voleurs. À Waaji City, lieu de rencontre de tous les mafieux du monde, une guerre se prépare pour retrouver ces 250 millions ! Cependant, un agent secret s'y incruste, ainsi que Amrita Nair de la section criminelle. Elle tombe amoureuse de l'agent secret. Sans le savoir, bien-sûr.",Inde,2019,Aanna Films,Long métrage,Hindi,-,"",Couleur,2019003013,,2.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=269707.html,2019
2019-08-28,274568,Iris : A Space Opera By Justice,"",2019-08-29,1h 27min,"Animation, Concert, Documentaire, Musical",André Chémétoff,"","","Le groupe Justice délivre une performance live unique filmée spécialement pour le cinéma. Adaptation du live-show """"Woman Worldwide"""", largement considéré comme un des plus grands concerts électro jamais créé, Iris : A Space Opera by Justice est une expérience visuelle et sonore totalement immersive. Le film du concert est précédé d’un documentaire sur les coulisses de la création de ce show hors normes.",France,2019,Pathé Live,Long métrage,Anglais,-,"",Couleur,2019002549,,4.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=274568.html,2019
2019-08-28,273321,Ravachol,"",2019-09-01,1h 02min,"Documentaire, Historique",Bernard Cerf,abonnement,"Dominique Coquard, Pierre Merejkowsky, Ghislain de Fonclare","François Claudius Koënigstein dit Ravachol, guillotiné le 11 juillet 1892 est une figure emblématique et oublié de l’Anarchie. Terroriste mystique et icône révolutionnaire, il justifiait l’utilisation des bombes contre la société de son époque génératrice à ses yeux d’inégalité, d’injustice et de violence. Les conditions ne sont-elles pas réunies aujourd’hui pour faire naître de nouveaux Ravachol ?",France,2015,-,Long métrage,Français,-,"",Couleur,134 803,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=273321.html,2019
2019-09-04,261563,Inséparables,"",2019-09-04,1h 34min,Comédie,Varante Soudjian,Varante Soudjian,"Ahmed Sylla, Alban Ivanov, Judith El Zein","Mika, un petit escroc, a fait un rapide tour en prison, où il a fait la connaissance de « Poutine », un détenu cinglé et imprévisible. Sitôt sa peine purgée, il décide de repartir à zéro et de refaire sa vie. Alors qu’il s’apprête à épouser la fille d’un riche homme d’affaires, son passé le rattrape : Poutine débarque sans prévenir ! Mika va vite réaliser qu’on ne se débarrasse pas aisément d’un tel boulet...",France,2018,SND,Long métrage,Français,-,1 037 582 entrées,Couleur,150649,2.5,3.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=261563.html,2019
2019-09-04,257862,Les Hirondelles de Kaboul,"",2019-09-04,1h 21min,Animation,"Zabou Breitman, Eléa Gobbé-Mévellec","Sebastien Tavel, Patricia Mortagne","Simon Abkarian, Zita Hanrot, Swann Arlaud","Été 1998, Kaboul en ruines est occupée par les talibans. Mohsen et Zunaira sont jeunes, ils s’aiment profondément. En dépit de la violence et de la misère quotidienne, ils veulent croire en l’avenir. Un geste insensé de Mohsen va faire basculer leurs vies.","France, Luxembourg, Suisse",2019,Memento,Long métrage,Français,-,321 180 entrées,Couleur,134571,3.8,3.9,https://www.allocine.fr/film/fichefilm_gen_cfilm=257862.html,2019
2019-09-04,265431,Fête de famille,"",2019-09-04,1h 41min,"Comédie, Drame",Cédric Kahn,"Cédric Kahn, Fanny Burdino","Catherine Deneuve, Emmanuelle Bercot, Vincent Macaigne","""""Aujourd’hui c'est mon anniversaire et j'aimerais qu'on ne parle que de choses joyeuses.""""

Andréa ne sait pas encore que l'arrivée « surprise » de sa fille aînée, Claire, disparue depuis 3 ans et bien décidée à reprendre ce qui lui est dû, va bouleverser le programme et déclencher une tempête familiale.",France,2019,Le Pacte,Long métrage,Français,5 350 000,326 169 entrées,Couleur,148983,3.3,2.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=265431.html,2019
2019-09-04,259460,Viendra le feu,O que arde,2019-09-04,1h 25min,Drame,Oliver Laxe,"Santiago Fillol, Oliver Laxe","Amador Arias, Benedicta Sánchez, Inazio Abrao","Amador Coro a été condamné pour avoir provoqué un incendie. Lorsqu’il sort de prison, personne ne l’attend. Il retourne dans son village niché dans les montagnes de la Galice où vivent sa mère, Benedicta, et leurs trois vaches. Leurs vies s’écoulent, au rythme apaisé de la nature. Jusqu’au jour où un feu vient à dévaster la région.","Espagne, France, Luxembourg",2019,Pyramide Distribution,Long métrage,Galicien,-,24 006 entrées,Couleur,148711,3.3,3.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=259460.html,2019
2019-09-04,262678,Liberté,"",2019-09-04,2h 12min,"Drame, Historique",Albert Serra,Albert Serra,"Helmut Berger, Marc Susini, Baptiste Pinteaux","Madame de Dumeval, le Duc de Tesis et le Duc de Wand, libertins expulsés de la cour puritaine de Louis XVI, recherchent l’appui du légendaire Duc de Walchen, séducteur et libre penseur allemand, esseulé dans un pays où règnent hypocrisie et fausse vertu. Leur mission : exporter en Allemagne le libertinage, philosophie des Lumières fondée sur le rejet de la morale et de l’autorité, mais aussi, et surtout, retrouver un lieu sûr où poursuivre leurs jeux dévoyés. Les novices du couvent voisin se laisseront-elles entraîner dans cette nuit folle où la recherche du plaisir n’obéit plus à d’autres lois que celles que dictent les désirs inassouvis ?","Espagne, France, Portugal",2019,Dulac Distribution,Long métrage,"Français, Allemand, Italien",-,11 400 entrées,Couleur,149429,2.9,1.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=262678.html,2019
2019-09-04,264696,Fourmi,"",2019-09-04,1h 47min,"Comédie, Comédie dramatique, Drame",Julien Rappeneau,Julien Rappeneau,"François Damiens, Maleaume Paquin, André Dussollier","Le jeune Théo, surnommé « Fourmi », aimerait redonner de l’espoir à son père, Laurent, un grand gaillard solitaire et désabusé par la vie. L’occasion se présente quand Théo est sur le point d’être recruté par un grand club de foot anglais.

Finalement non sélectionné car jugé trop petit, Fourmi n’a pas le cœur d’imposer une déception de plus à son père. Il se lance alors dans un mensonge qui va rapidement le dépasser…",France,2019,Mars Films,Long métrage,Français,-,111 778 entrées,Couleur,149612,3.1,3.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=264696.html,2019
2019-09-04,273490,Andy,"",2019-09-04,1h 30min,"Comédie, Romance",Julien Weill,"Julien Weill, Vincent Elbaz","Vincent Elbaz, Alice Taglioni, Jacques Weber","Thomas, un doux oisif, a toujours réussi à mener sa vie sans faire le moindre effort ; jusqu’au jour où il se retrouve à la rue contraint de vivre dans un foyer. C’est là qu’il rencontre Margaux, qui y travaille mais surtout s’y réfugie après une histoire d’amour douloureuse. Obligé de travailler, Thomas pense avoir trouvé le job idéal : escort boy. Or, même ça il ne peut le faire comme tout le monde. Il va alors entrainer Margaux dans un partenariat aux rebondissements aussi drôles qu’inattendus.",France,2019,Metropolitan FilmExport,Long métrage,Français,-,26 543 entrées,Couleur,141502,2.8,2.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=273490.html,2019
2019-09-04,268195,Apollo 11,"",2019-09-04,1h 33min,Documentaire,Todd Douglas Miller,"","Neil Armstrong, Buzz Aldrin, Michael Collins (II)","DU 4 AU 8 SEPTEMBRE UNIQUEMENT

Réalisé à partir d'images 70MM inédites récemment découvertes et plus de 11 000 heures d'enregistrements audio, APOLLO 11 plonge au cœur de la plus célèbre mission de la NASA et des premiers pas de l’Homme sur la Lune. Ce film est un voyage en immersion aux côtés des astronautes et du centre de contrôle de la mission et permet de vivre au plus près les inoubliables journées de 1969 dont on célèbre cette année le 50ème anniversaire.",U.S.A.,2019,Pathé Live,Long métrage,Anglais,-,8 610 entrées,Couleur,2019002655,3.9,4.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=268195.html,2019
2019-09-04,194369,River of Grass,"",2019-09-04,1h 14min,Drame,Kelly Reichardt,"Kelly Reichardt, Jesse Hartman","Lisa Bowman, Larry Fessenden, Dick Russell","Derrière les Everglades, la """" rivière d’herbe """", vit Cozy, seule, dans un mariage sans passion, ignorant ses enfants. Elle rêve de devenir danseuse, acrobate, gymnaste. Une nuit dans un bar, elle rencontre Lee, un jeune homme sans emploi qui vient de récupérer une arme à feu.",U.S.A.,1994,Splendor Films,Long métrage,Anglais,-,3 991 entrées,Couleur,151364,3.6,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=194369.html,2019
2019-09-04,271118,Le Mariage de Verida,Flesh Out,2019-09-04,1h 34min,Drame,Michela Occhipinti,"Michela Occhipinti, Simona Coppini","Verida Beitta Ahmed Deiche, Amal Saad Bouh Oumar, Aichetou Abdallahi Najim","Verida est une jeune femme mauritanienne. Elle partage sa vie entre son travail d'esthéticienne dans un salon de beauté et les sorties avec ses amies. Un matin, sa mère lui annonce qu'elle lui a trouvé un mari. Commence alors la tradition du gavage, on lui demande de prendre du poids pour plaire à son futur mari. Alors que le mariage approche, Verida a de plus en plus de mal à supporter cette nourriture en abondance, le changement de son corps et l’idée de se marier avec un homme qu'elle n’a pas choisi.",Italie,2019,KMBO,Long métrage,Arabe,-,16 090 entrées,Couleur,148584,3,3.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=271118.html,2019
2019-09-04,253242,Dantza,"",2019-09-04,1h 38min,"Drame, Musical",Telmo Esnal,Telmo Esnal,"Gari Otamendi, Amaia Irigoyen, Ainara Ranera","La tempête éclate, après une longue journée de travail dans les champs. Quand la pluie cesse, la vie refait surface, au cœur des terres autrefois stériles. Un fruit éclot et mûrit, résiste aux assauts de la maladie, et devient la pomme qui va donner naissance au cidre. Vient ensuite l’heure de fêter la récolte, trinquer, et célébrer l’amour.",Espagne,2019,Cinéma l'Atalante,Long métrage,Silencieux,-,253 entrées,Couleur,151501,,3.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=253242.html,2019
